@relation Nova_Base
@attribute PC0 NUMERIC
@attribute PC1 NUMERIC
@attribute PC2 NUMERIC
@attribute PC3 NUMERIC
@attribute PC4 NUMERIC
@attribute PC5 NUMERIC
@attribute PC6 NUMERIC
@attribute PC7 NUMERIC
@attribute PC8 NUMERIC
@attribute PC9 NUMERIC
@attribute PC10 NUMERIC
@attribute PC11 NUMERIC
@attribute PC12 NUMERIC
@attribute PC13 NUMERIC
@attribute PC14 NUMERIC
@attribute PC15 NUMERIC
@attribute PC16 NUMERIC
@attribute PC17 NUMERIC
@attribute PC18 NUMERIC
@attribute PC19 NUMERIC
@attribute att37 string
@data
3.168103917242404,2.9666945803809788,-2.9211048535269035,0.4331952346780008,-2.2151121745093034,1.1835544555385602,0.05266072727026583,1.156567498134065,0.9066573455214986,0.11896041600040656,0.5396186463382819,0.2573010892769296,0.571524758565708,0.06704035750223067,0.5067708646108103,-0.3297084068378936,0.1471119828349204,0.11089502362608789,-0.31673584404222876,-0.19395923750947625,0.0
7.6100539394641515,-8.001527604910056,-2.9751284531237303,0.1718222168647019,0.4691001241734257,1.2631218557270238,1.156715296542006,-1.510249561130333,2.1353046797934527,1.2404157363905448,0.16661875456685205,2.5369551725430837,-0.4842569051094583,-0.7318392136774231,0.30607920956809664,-0.20563534011167095,0.3200827774571358,0.46853681813806425,-0.3540499006030907,-0.42678779787142107,1.8036387
6.084389302899321,2.523876084515657,-0.384000117135597,1.4131151498385517,-2.3994264596892494,-0.6966772950398603,1.7266479699401411,0.9377247845184973,0.7379302245421813,1.9250035405102446,-0.6741850095492131,0.6109106214453113,-0.4253110155535929,0.6343277376500285,0.15176574711967783,-1.0347879492396292,0.4212077241749149,-0.1418458511960511,-0.07244157807975361,-0.04151860891295802,0.0
-2.8159364188383127,-3.3374818269234527,6.009942590460249,-0.06504621327120125,0.6037812925096927,-2.125763718818287,0.49710193068159714,0.09422018847405911,2.065016211418087,-0.4527653449199974,0.6214605070479801,-0.7676815246544211,0.7682269548033989,-0.18921928622542514,0.23194265236889663,-0.24089706972713026,0.295892077914102,0.6286872873610114,0.1295743922378938,0.011317421126625107,0.66373396
6.915630082273776,0.6193214249942605,-1.0588193561187689,1.1371192179036111,-1.7248547981347315,1.9195544413864463,0.9866427290472892,-3.2287120693328526,0.6854760187921245,-0.3934721478860367,-0.10743591879758368,1.3972541054450671,-0.3907417223180416,-0.452911292775506,-1.0838361388870381,-0.02771611845810211,-0.5310925875481713,0.045933178785956506,0.3633767838409469,0.17224771640026254,0.0
9.342995058180772,-7.1136928970146345,-7.661596278238563,-2.263558733153617,2.194658841162459,2.8191566663843597,-1.309154434780437,-1.5617357860223475,-0.19776128683501154,1.1906847524734416,-1.48511102092907,-1.3973507235385023,0.591855283099595,0.3308573381784326,1.289407751065467,-0.41517653190454784,-0.5360937311312339,-0.41614961746287316,0.7189528977591015,0.18697237051001073,0.0
3.377655791268321,2.5043438205094724,-7.137482588384546,-1.2148522159171447,1.068786712855336,-1.0658065831851429,-0.9284361495224193,-1.168144107822859,-1.1214843998219903,-0.13076212958370786,-0.3422003680205604,-0.24107347760218462,0.24207529144171247,0.06457076977294865,0.20512293462901315,0.5253797015263935,0.020356970027487185,-0.12455530461541026,0.19974786713977774,0.17174910111859398,0.1390617
5.720226175420163,-2.1133007577457272,-5.148811436818692,-3.1253857839780816,1.5641749609812705,0.19613660436667169,0.48099978460730286,0.15676079545916943,-1.3323588198168526,-0.2850684638545141,0.5800397288704432,-1.0953457730652265,-0.3182093382748692,0.629919792288804,-0.994408840613202,-0.94671045680267,-0.10495376851427826,0.35197509171356034,-0.47007428630995163,-0.04222767239902632,0.10806563
-2.472637408229421,6.042890200788873,0.22072554797244678,-0.7069752692723574,-1.2051898881336391,-1.3706798583047912,-1.4798368300484785,1.3461768473014262,2.1975608165795233,-1.5386122912399598,-0.3708834375708237,-0.40358719947371335,-0.5697778064085736,-0.20242598415366406,0.268491956287608,0.5423568874936069,-0.24583913587601608,-0.057545377393956175,0.4886736382102782,-0.2767653305107668,0.3070774
-2.3617623007478556,-1.9883088692378743,-5.820497551715159,-0.8745213799584908,-1.9668861853432154,-0.3728620925903218,-0.5458717383357535,0.028064975830411898,-0.04955234043138351,0.6649244494960316,0.6581827065421092,0.2758418974464228,-0.25885498281542507,0.6409861757987977,-0.0174934173864984,0.773231792641023,-0.23073734372670818,0.2244038973646915,-0.566856633778416,-0.011204408285822726,1.3711952
