@relation null
@attribute PC0 NUMERIC
@attribute PC1 NUMERIC
@attribute PC2 NUMERIC
@attribute att4 string
@data
6.911188366928165,4.915996206167053,-0.3094690426072777,0.0
11.167670873579375,1.4617479974597103,-1.6119857272902696,3.3547258
10.576760480509066,4.429649370609724,0.417735071767678,0.0
-4.569507850574339,-3.2313543629620702,-4.5096144378688185,1.4395897
11.395921723577779,5.052872360955884,2.026979648409189,0.0
14.068752134985246,-2.8620881767228123,2.1889963032030058,0.0
9.064590369421424,0.08303557014571197,1.7933715080668942,0.25482833
10.914180185053478,-4.406207781472206,1.1792581852033517,0.19569471
0.44363667301896037,2.64682585014343,-1.714648252454394,0.59721303
-0.9492357206388538,4.438144927697564,1.524668870353024,2.764706
1.698029572871679,-2.0728422640009914,-3.585835134669888,3.5364935
-4.392160140929752,-6.690274185994089,-2.3535669304409326,0.42928982
4.603949749096046,3.9177342419952628,-1.614972773525949,1.0376135
-8.101754719454453,0.3068380584937186,-1.462385211896403,0.18408673
-3.218642796514491,4.771987098651655,-2.910612679772993,0.0
3.4524514579287224,0.2718097742510126,-1.3122549722982448,0.47712892
19.027790328581233,-1.0338471129751645,1.1821299685460875,0.22341377
-19.34317249352702,-2.948759947793166,2.238011574341561,0.62166613
-23.13681491498995,-3.9408976384589813,0.10429152594319291,1.9419075
-10.914629091112193,1.0787222090422348,-3.101568961763408,0.8776503
12.292345243486798,1.2457466367971255,1.4010172384870185,1.1257954
-3.705834840261063,0.8510095431419026,-3.48490387117086,0.0
-20.625058209793178,-6.102619717496251,-8.834481535967031,1.2555376
7.714451727134971,0.9432965808934983,-1.0225227878661198,0.0
-14.846908685264026,5.47540442808166,-1.5403621868883857,0.51511455
-3.7203875127414605,-3.1753635696907363,3.3725234593758415,0.8979592
-10.525788077773587,-3.990328061343743,0.4543610863893459,0.22933757
-7.710490301453081,9.278982146106065,0.3757227687875122,0.0
1.4693743018528465,7.911053611457706,-1.4054853607396676,3.597371
-12.831307148244571,3.5047775172077484,1.9501666808119444,0.5206549
3.7121922466701065,2.5366830757631793,0.4640827904282758,0.3740835
-30.22829380962162,9.736544752277302,-5.619156287711153,0.0
2.9365985938802046,-10.595478480182319,2.283564063746905,0.8273009
15.4356670405927,-1.7204920327761117,-1.7370904510611487,0.0
1.6958566318355714,-1.7029039315153036,4.025853299071882,0.28504795
12.016937346296912,-5.869589016190053,0.49654952143711517,0.49964312
6.979319154483066,0.4379308867502817,0.08202019849045294,1.7217631
-3.819906184676821,2.005588058113772,0.832246174764758,0.66283697
13.875179566994586,-0.11176266237926269,1.641543461374014,0.46549836
13.467111065796487,1.2629262307169389,1.7541653934160597,2.5137112
17.173888106934506,3.0259850226049716,1.4971347657441836,0.43845913
6.034463825425085,-10.423452080677585,-1.5218065387301687,0.40712467
-1.6518585305039029,0.6405020834770638,-0.6706739450608764,0.66305006
4.945221926424098,3.2218908008576714,0.9184936997106663,1.3965667
-3.58817749004993,4.628140796557256,-0.927914059391812,0.7
2.7613716238873978,-0.10351585577434733,3.3072557294555875,0.103128225
8.899146101235878,-3.533569114031928,-0.21338248532240334,0.7348785
0.034860833692786364,9.01489122744576,-0.9808949674730674,0.3566334
-19.52187306665155,-8.999933565422518,3.0763488498413967,0.43167856
6.298581104916474,4.207327749346815,-0.8585157406916935,0.08378718
-3.3403876187921773,1.7548596965993537,1.0449207618367116,0.07612281
-12.8630142186046,0.6227384843789416,2.097749676005736,2.0256264
-15.72213053033667,-5.612863694260013,-2.1083805043061874,1.0146481
-8.46302720735769,4.4563164646346305,-1.6104373226699205,0.2601156
-0.32440889579784443,0.4427647570456029,-0.8710559112373494,0.9558727
20.922199940550197,0.21710413407847873,1.970665400712181,0.70160955
-10.84064496640578,-2.3234869360933135,-7.108578364490203,0.67133516
13.653974748470498,-2.8229454051947496,1.2792954084739008,0.0
5.429170164339267,-3.217621796231297,-1.9366748427777665,0.0
-13.688243662410542,-4.273146252474962,-1.553021792056568,0.75969934
-2.4011308249797176,-5.063474812004792,-5.627311611149186,1.7487266
-23.98375432280021,-0.3485010440548979,4.515192443545054,0.5124595
19.887396554919253,1.961070773665818,2.313990583978512,0.1485884
18.898024932155955,-3.0106672178158322,3.119486778521879,0.32460004
17.670029606571408,-0.7883164415958113,1.7921434598055868,1.0305085
3.204555139239629,-4.784331056058674,-0.18205710848317247,0.3550914
-3.8705458029251942,0.4496861067096921,-2.5030125299494124,0.1510989
-12.889829504542618,-4.673684027791526,-5.680546361292409,1.4501735
0.5307541508877,3.970211076069259,-0.547051490096263,0.9412436
-40.281005365504264,-3.77660829078152,3.8248798631977223,1.6300886
-0.8468736894893063,-2.0826975307174145,0.4172214118646004,0.91406524
10.776020667139143,-3.1159382909691384,-0.3641100176749483,0.48851094
11.573412225836528,3.6515280041473988,1.923734172329337,0.4631059
28.597009816041147,3.7344098231543543,3.51838535660998,0.6719828
-4.036764635342379,-1.0558549612207901,2.589597931418965,0.16835018
-2.961662282309989,-3.3206228850751924,3.840899387848899,0.14868309
-21.30867373393364,-1.1178974209257655,1.2059511129388572,0.4890806
-7.308228428586886,-0.37703179628513,-1.6021922151248715,0.38714674
7.7213920734121295,-0.8284684171543589,3.794783584764443,0.29983342
-12.886640589425092,-3.568949760661973,-6.668396245573982,1.1739088
-14.669015687691164,6.034871774803253,-2.2053403636880784,0.86846215
12.840945223902418,2.563960848649162,0.8162657316627144,0.54829186
-3.122053860595271,-0.8461149417611585,1.1788527483598084,0.3368894
7.482492459953926,4.380356899386363,-0.8318296746173406,0.46800047
-11.319494679736763,-3.682575169051349,-0.7472649609351669,1.0062551
-29.86499292033392,0.41597829747871184,8.514747623997138,0.5739658
21.70968535988913,1.9544552415858965,2.8275185411344896,0.5322842
-5.3732835479245065,-3.684729909433027,-0.197634873208125,0.40681908
17.560601300731612,-0.0423311099204724,0.1676063992136898,0.28985506
14.728307114276955,-2.3375267720022315,0.025021113499034797,0.17835909
-0.28573777863852884,-5.737718123362963,-1.541901100840935,1.1078998
-4.77800864309946,1.4900558771201495,-2.6410642700613955,0.38701993
-3.62539025529065,3.397638782073173,-2.2601075783010436,1.0132159
4.259912390400816,3.005964996046141,-1.3683535092935317,0.0
-82.16353292025636,0.7815651170775952,26.25707919222227,2.1819246
16.352812294159264,-1.3788084039448498,1.2589797452638658,0.061927173
16.63942852677741,-1.0513971387253993,3.0661147719724906,0.24229838
-7.461832535045772,8.340322578008545,-2.1997235063347835,0.22205773
23.57449892653735,2.4992228085265964,3.4961546104747185,0.22706631
-22.995354469674055,-2.5115533158454455,-1.414105189576003,1.2409303
